KD,Kill,Death,Assistant,WinRate,PickRate,AvgScore,FirstBloodRate
0.86,12.5,14.4,6.9,49.9,13.0,180.0,0.1
0.94,13.5,14.4,5.5,49.8,5.5,199.0,0.1
1.03,15.3,14.9,4.7,49.6,4.1,223.0,0.1
0.92,13.8,15.1,5.9,49.6,1.5,200.0,0.1
1.06,16.0,15.2,4.7,49.2,11.9,232.0,0.1
0.86,12.8,14.8,7.8,49.1,3.7,186.0,0.1
0.93,13.5,14.4,5.2,49.0,3.6,194.0,0.1
0.93,13.9,14.9,6.0,48.8,7.3,199.0,0.1
0.86,12.7,14.8,5.6,48.5,1.1,185.0,0.1
0.99,15.3,15.4,4.0,48.4,6.6,221.0,0.1
0.87,12.9,14.8,6.2,48.1,5.1,186.0,0.1
0.93,14.5,15.6,4.2,47.7,2.9,211.0,0.1
0.94,13.4,14.2,5.2,47.7,2.9,190.0,0.2
0.85,12.7,15.0,7.8,47.3,3.1,189.0,0.1
1.01,14.8,14.6,3.3,46.9,2.5,209.0,0.1
0.97,14.0,14.4,5.8,46.5,1.0,198.0,0.1
0.93,14.1,15.2,4.2,46.4,2.9,203.0,0.1
0.93,13.0,14.0,4.1,51.5,6.1,192.0,0.2
0.89,13.2,14.8,6.1,50.4,5.0,191.0,0.1
0.93,13.6,14.6,7.0,50.4,4.9,198.0,0.1
1.08,16.3,15.2,4.6,50.2,12.2,235.0,0.1
0.86,12.5,14.5,6.6,50.1,13.9,181.0,0.1
0.91,13.7,15.1,5.7,49.9,1.8,199.0,0.1
0.88,13.0,14.8,7.2,49.8,4.1,190.0,0.1
0.92,13.4,14.6,5.1,49.3,4.7,195.0,0.1
0.95,13.5,14.2,4.9,49.3,3.4,192.0,0.1
0.94,14.0,14.9,5.6,49.2,8.1,200.0,0.1
0.99,15.0,15.2,4.9,49.2,7.3,223.0,0.1
1.02,15.3,14.9,4.5,49.1,4.1,222.0,0.1
1.0,15.4,15.3,3.9,49.1,6.6,221.0,0.1
0.95,13.8,14.5,5.3,48.0,1.0,194.0,0.1
0.94,14.7,15.7,4.1,48.0,3.1,213.0,0.1
0.9,13.2,14.7,5.2,47.8,3.4,192.0,0.1
0.99,14.4,14.6,3.3,47.1,2.8,203.0,0.1
0.94,14.2,15.1,4.1,46.5,3.2,204.0,0.1
0.85,12.9,15.2,8.0,46.1,3.2,190.0,0.1
0.85,12.8,15.1,5.4,46.0,1.0,186.0,0.1
0.94,13.1,14.0,4.3,51.2,5.8,194.0,0.2
0.85,12.3,14.5,6.5,50.5,14.3,178.0,0.1
0.93,13.4,14.5,5.2,50.3,7.2,194.0,0.1
1.09,16.4,15.1,4.4,50.1,12.3,237.0,0.1
0.88,13.1,14.8,6.1,49.8,4.7,190.0,0.1
0.95,14.3,15.0,4.9,49.6,6.5,205.0,0.1
0.88,13.0,14.7,5.3,49.4,1.0,188.0,0.1
1.01,14.6,14.4,3.3,49.4,2.9,207.0,0.1
1.01,15.1,15.0,4.3,49.3,3.7,218.0,0.1
0.98,15.0,15.3,4.7,49.2,7.1,222.0,0.1
1.02,15.6,15.3,4.0,49.2,7.1,226.0,0.1
0.9,13.1,14.5,5.0,49.2,6.0,191.0,0.1
0.98,14.0,14.3,4.6,49.0,0.6,198.0,0.2
0.88,13.0,14.8,7.0,48.7,3.5,189.0,0.1
0.95,14.8,15.6,4.1,48.5,3.2,216.0,0.1
0.89,13.5,15.1,5.5,48.0,1.3,196.0,0.1
0.91,13.5,14.8,6.1,47.4,3.3,196.0,0.1
0.86,13.0,15.1,8.0,47.2,3.5,193.0,0.1
0.93,13.3,14.3,4.7,46.3,2.4,189.0,0.1
0.95,14.3,15.2,4.1,45.9,3.4,206.0,0.1
0.95,13.1,13.9,4.4,51.7,6.4,193.0,0.2
0.89,13.5,15.1,5.9,50.5,3.4,196.0,0.1
0.93,13.3,14.4,6.9,50.4,5.5,197.0,0.1
1.11,16.4,14.8,4.7,50.4,12.2,239.0,0.1
0.88,12.9,14.7,6.1,49.7,5.2,188.0,0.1
0.91,13.1,14.3,5.3,49.7,4.6,191.0,0.2
0.99,14.9,15.0,5.0,49.5,7.4,225.0,0.1
0.85,12.1,14.3,6.7,49.4,13.2,177.0,0.1
1.0,14.6,14.5,3.5,49.3,2.7,207.0,0.1
1.02,15.1,14.8,4.6,49.2,4.1,220.0,0.1
0.97,15.1,15.5,4.4,49.0,3.8,220.0,0.1
1.02,15.3,15.1,4.1,49.0,6.0,223.0,0.1
0.93,13.3,14.2,4.9,48.9,3.3,190.0,0.1
0.85,12.5,14.7,7.4,48.7,4.1,184.0,0.1
0.9,13.0,14.4,5.3,48.4,3.8,193.0,0.1
0.93,13.4,14.4,5.3,47.7,0.9,192.0,0.1
0.92,13.7,14.9,5.3,47.5,5.7,197.0,0.1
0.85,12.4,14.7,5.3,47.5,1.3,184.0,0.1
0.94,14.0,14.9,4.3,47.1,3.2,203.0,0.1
0.86,12.9,15.0,8.0,45.7,3.1,192.0,0.1
0.95,13.0,13.7,4.4,51.5,5.6,194.0,0.2
0.99,14.1,14.2,5.6,50.5,1.2,200.0,0.1
0.85,12.2,14.4,6.8,50.4,13.7,177.0,0.1
1.02,15.2,14.9,4.7,50.4,4.2,221.0,0.1
1.0,15.0,15.1,5.1,50.3,6.9,226.0,0.1
1.1,16.5,15.0,4.8,50.3,12.2,238.0,0.1
0.92,13.4,14.6,7.0,50.2,4.4,197.0,0.1
0.97,15.0,15.5,4.4,49.6,3.4,219.0,0.1
0.89,13.0,14.6,6.2,49.4,6.4,191.0,0.1
0.92,13.8,14.9,5.9,49.2,1.5,200.0,0.1
0.93,13.2,14.1,5.0,49.2,3.6,188.0,0.2
0.91,13.0,14.3,5.3,49.2,4.1,192.0,0.1
0.93,13.9,14.9,5.4,49.0,5.8,199.0,0.1
0.92,13.1,14.4,5.6,49.0,5.6,191.0,0.2
1.02,15.5,15.3,4.1,48.3,6.2,224.0,0.1
0.86,12.9,15.0,5.8,48.1,1.5,186.0,0.1
0.87,12.9,14.7,7.7,47.9,3.8,189.0,0.1
1.0,14.3,14.3,3.5,46.9,3.2,203.0,0.1
0.94,14.2,15.1,4.3,46.3,3.4,205.0,0.1
0.85,12.9,15.1,8.0,46.1,3.4,192.0,0.1
0.98,13.6,14.0,4.3,51.6,6.6,199.0,0.2
0.95,13.9,14.6,7.3,50.6,4.9,203.0,0.1
0.89,12.8,14.5,6.9,50.2,12.9,184.0,0.1
1.13,17.1,15.1,4.6,50.2,12.6,245.0,0.1
1.02,15.6,15.3,5.0,49.9,7.2,232.0,0.1
1.06,15.9,15.0,4.6,49.9,3.8,230.0,0.1
1.0,14.3,14.3,5.6,49.7,1.1,202.0,0.1
0.93,14.0,15.2,6.0,49.6,2.3,202.0,0.1
0.91,13.5,14.8,6.2,49.5,5.0,195.0,0.1
0.96,13.8,14.5,5.4,49.5,4.8,199.0,0.1
1.05,16.2,15.4,4.0,49.3,6.9,232.0,0.1
0.94,13.7,14.6,5.3,49.2,4.7,199.0,0.1
0.97,13.8,14.3,4.9,48.9,3.4,195.0,0.2
0.9,13.3,14.8,7.5,48.8,3.9,193.0,0.1
0.97,14.5,15.0,5.8,48.8,6.9,206.0,0.1
0.98,15.4,15.7,4.3,48.3,3.0,223.0,0.1
1.04,15.1,14.6,3.3,48.2,2.9,212.0,0.1
0.89,13.4,15.2,8.2,47.4,3.4,198.0,0.1
0.87,13.1,15.0,5.6,47.1,1.1,189.0,0.1
0.96,14.7,15.2,4.3,46.5,2.7,209.0,0.1
0.98,13.8,14.1,4.3,51.1,6.4,200.0,0.2
0.89,13.0,14.6,7.2,50.7,13.6,186.0,0.1
0.93,14.2,15.3,5.9,50.4,2.2,203.0,0.1
1.02,15.8,15.5,5.1,50.2,8.6,235.0,0.1
1.13,17.2,15.2,4.6,50.2,12.2,245.0,0.1
1.06,16.0,15.1,4.7,50.0,3.7,230.0,0.1
0.94,13.9,14.7,5.2,49.9,3.8,200.0,0.1
0.94,14.0,14.9,7.4,49.8,4.8,204.0,0.1
0.97,14.6,15.0,5.8,49.3,7.6,207.0,0.1
0.98,14.0,14.3,5.0,48.9,4.1,198.0,0.1
0.9,13.4,14.9,5.9,48.9,4.7,194.0,0.1
1.04,16.1,15.6,4.0,48.7,6.7,231.0,0.1
1.01,14.6,14.5,5.6,48.4,1.2,204.0,0.1
0.89,13.5,15.3,8.1,48.4,3.5,198.0,0.1
0.91,13.5,14.9,7.7,48.3,4.3,194.0,0.1
1.02,15.1,14.9,3.5,48.3,2.5,212.0,0.1
0.95,13.8,14.6,5.2,48.3,3.8,199.0,0.1
0.97,15.4,15.8,4.3,47.8,2.8,222.0,0.1
0.96,14.7,15.3,4.3,46.8,2.6,209.0,0.1
0.88,13.2,15.0,5.4,46.1,1.0,191.0,0.1
1.0,13.8,13.9,4.4,51.4,9.2,202.0,0.2
0.95,14.0,14.7,7.9,51.3,5.4,205.0,0.1
1.11,17.0,15.3,4.7,50.2,12.5,242.0,0.1
0.89,12.9,14.5,7.0,49.7,12.0,186.0,0.1
1.01,15.6,15.4,5.3,49.4,7.4,234.0,0.1
0.98,14.1,14.3,6.1,49.2,1.3,201.0,0.1
0.96,13.9,14.5,5.5,49.2,5.6,202.0,0.1
1.05,15.8,15.0,4.7,49.0,3.8,229.0,0.1
0.9,13.3,14.9,7.8,49.0,3.6,192.0,0.1
1.04,16.1,15.5,4.0,48.9,7.1,230.0,0.1
0.97,14.5,14.9,6.4,48.8,7.6,205.0,0.1
0.95,13.8,14.5,5.4,48.3,3.3,199.0,0.1
0.96,13.8,14.3,5.1,48.3,3.1,193.0,0.2
0.91,13.8,15.2,6.1,48.2,1.7,200.0,0.1
0.88,13.2,15.0,5.7,47.9,0.9,190.0,0.1
0.9,13.3,14.9,6.2,47.7,4.8,192.0,0.1
0.96,15.1,15.7,4.2,47.6,2.6,218.0,0.1
1.03,15.2,14.7,3.3,47.4,2.6,213.0,0.1
0.96,14.7,15.3,4.3,46.9,2.5,209.0,0.1
0.88,13.2,15.1,8.0,46.7,3.2,195.0,0.1
0.96,13.5,14.1,4.1,51.8,6.2,196.0,0.2
0.95,13.9,14.6,7.3,50.7,5.3,202.0,0.1
0.93,14.1,15.2,5.9,50.6,2.1,203.0,0.1
0.89,12.9,14.5,6.8,50.3,12.9,185.0,0.1
1.13,17.1,15.2,4.6,50.1,12.7,245.0,0.1
1.06,15.9,15.0,4.5,50.1,4.0,230.0,0.1
1.02,15.6,15.3,4.9,49.9,6.9,231.0,0.1
1.04,16.0,15.4,3.9,49.8,7.2,230.0,0.1
0.98,13.9,14.2,4.9,49.7,3.6,196.0,0.2
0.91,13.5,14.8,6.1,49.6,4.9,196.0,0.1
0.94,13.7,14.6,5.2,49.4,4.8,197.0,0.1
0.97,14.5,14.9,5.9,49.1,8.5,206.0,0.1
0.98,15.4,15.7,4.1,48.8,2.8,224.0,0.1
0.9,13.5,14.9,7.3,48.7,4.1,194.0,0.1
1.04,15.0,14.5,3.3,48.7,3.0,210.0,0.1
0.99,14.3,14.4,5.5,48.5,1.2,201.0,0.1
0.94,13.7,14.6,5.3,48.0,3.1,198.0,0.1
0.87,13.2,15.2,5.6,46.5,0.9,189.0,0.1
0.88,13.4,15.2,8.2,46.5,3.3,197.0,0.1
0.97,14.8,15.2,4.2,46.5,2.7,210.0,0.1
1.03,14.7,14.3,4.9,53.0,0.6,207.0,0.1
0.97,13.6,14.0,4.2,51.7,5.8,198.0,0.2
0.96,14.0,14.5,5.3,50.5,7.8,200.0,0.1
0.88,12.8,14.6,6.7,50.1,13.8,184.0,0.1
1.13,17.2,15.2,4.4,50.1,12.7,246.0,0.1
0.92,13.7,15.0,6.2,50.1,4.5,197.0,0.1
1.01,15.5,15.3,4.7,49.9,6.9,229.0,0.1
1.06,15.8,15.0,4.3,49.9,3.5,228.0,0.1
1.07,16.4,15.4,3.9,49.5,7.6,236.0,0.1
0.94,13.6,14.6,5.1,49.4,6.4,197.0,0.1
0.87,13.1,15.1,5.4,49.4,1.0,189.0,0.1
0.9,13.3,14.8,7.0,49.3,3.3,193.0,0.1
0.97,14.7,15.1,5.1,48.7,6.4,210.0,0.1
1.05,15.3,14.5,3.2,48.5,3.1,214.0,0.1
0.9,13.6,15.1,8.2,48.2,3.7,201.0,0.1
0.93,13.8,14.8,6.4,47.7,3.3,201.0,0.1
0.96,13.7,14.3,4.6,47.5,2.2,194.0,0.1
0.98,15.5,15.7,4.2,47.5,3.0,224.0,0.1
0.96,14.6,15.2,4.1,47.3,2.8,209.0,0.1
0.9,13.9,15.3,5.7,47.1,1.4,199.0,0.1
0.97,14.0,14.5,7.3,51.7,6.3,204.0,0.1
0.97,13.5,13.9,4.4,51.0,6.4,198.0,0.2
0.91,13.4,14.7,6.2,51.0,4.9,194.0,0.1
1.15,17.1,14.9,4.7,50.4,12.6,246.0,0.1
0.88,12.7,14.4,6.8,50.3,12.4,184.0,0.1
0.97,13.9,14.4,5.4,50.2,0.9,199.0,0.1
1.07,15.8,14.8,4.6,50.1,3.8,230.0,0.1
0.93,14.1,15.1,6.0,50.1,4.4,203.0,0.1
1.02,15.5,15.2,5.0,49.6,6.9,231.0,0.1
0.95,13.7,14.4,5.4,49.5,4.8,199.0,0.1
1.06,16.1,15.3,4.1,49.3,6.4,232.0,0.1
0.97,13.7,14.2,4.9,49.2,3.4,195.0,0.1
0.99,15.6,15.7,4.4,48.9,3.7,225.0,0.1
0.89,13.2,14.7,7.3,48.9,4.1,192.0,0.1
0.96,14.2,14.8,5.6,48.5,5.5,203.0,0.1
0.92,13.6,14.7,5.3,48.1,3.4,198.0,0.1
1.03,15.0,14.6,3.4,47.9,2.9,212.0,0.1
0.88,13.4,15.1,8.3,47.1,3.2,198.0,0.1
0.87,13.0,14.9,5.7,46.7,1.2,188.0,0.1
0.96,14.4,15.0,4.3,45.6,2.6,209.0,0.1
0.98,13.4,13.7,4.4,52.8,5.4,198.0,0.2
0.95,13.8,14.6,7.3,51.1,4.5,203.0,0.1
1.0,14.2,14.1,5.7,50.5,1.5,201.0,0.2
0.96,13.7,14.3,5.8,50.4,6.0,199.0,0.1
1.02,15.6,15.3,5.1,50.3,6.5,233.0,0.1
1.15,17.2,15.0,4.8,50.2,12.7,247.0,0.1
0.87,12.6,14.5,6.9,50.1,12.9,181.0,0.1
1.08,16.1,14.9,4.7,50.1,4.0,233.0,0.1
0.91,13.6,14.8,6.4,49.7,6.4,196.0,0.1
1.05,16.1,15.4,4.1,49.6,6.7,231.0,0.1
0.93,14.1,15.1,6.0,49.5,1.7,204.0,0.1
0.96,13.7,14.2,4.9,49.4,3.8,193.0,0.2
0.9,13.3,14.8,7.6,48.9,3.9,194.0,0.1
0.93,13.6,14.5,5.4,48.9,3.9,197.0,0.1
1.0,15.6,15.7,4.3,48.6,3.2,226.0,0.1
1.05,15.1,14.5,3.4,48.5,3.5,211.0,0.1
0.95,14.2,14.9,5.6,47.9,5.6,203.0,0.1
0.89,13.4,15.1,8.2,47.0,3.4,198.0,0.1
0.88,13.1,14.9,5.7,46.5,1.6,188.0,0.1
0.97,14.7,15.2,4.4,46.2,2.9,211.0,0.1
1.0,13.9,14.0,4.2,51.3,6.6,202.0,0.2
0.97,14.2,14.6,7.5,51.2,5.2,206.0,0.1
1.16,17.6,15.2,4.6,50.5,13.2,251.0,0.1
0.9,13.1,14.5,7.0,50.4,12.1,188.0,0.1
1.1,16.4,15.0,4.6,50.4,3.8,237.0,0.1
1.03,14.8,14.4,5.8,50.2,1.3,207.0,0.1
1.04,16.1,15.4,5.0,50.2,7.2,238.0,0.1
0.97,14.1,14.5,5.5,49.6,4.8,202.0,0.1
0.94,14.0,14.9,6.2,49.5,5.0,200.0,0.1
0.97,14.1,14.6,5.3,49.4,4.6,203.0,0.1
1.08,16.7,15.5,4.0,49.4,7.6,237.0,0.1
0.94,14.3,15.2,6.0,49.2,2.4,205.0,0.1
0.99,14.2,14.4,4.9,48.7,3.5,198.0,0.2
0.99,14.8,15.0,6.0,48.6,6.8,209.0,0.1
0.92,13.7,14.9,7.5,48.6,3.8,197.0,0.1
1.0,15.9,15.8,4.3,48.3,2.8,229.0,0.1
1.06,15.5,14.7,3.3,48.1,2.9,216.0,0.1
0.9,13.8,15.2,8.3,47.2,3.3,202.0,0.1
0.99,15.1,15.3,4.3,46.8,2.2,215.0,0.1
0.9,13.5,15.0,5.6,46.5,1.0,193.0,0.1
1.03,15.1,14.6,5.8,51.2,1.4,211.0,0.1
1.0,14.1,14.1,4.2,50.9,6.5,204.0,0.2
0.91,13.3,14.6,7.2,50.9,12.9,190.0,0.1
1.05,16.3,15.5,5.1,50.7,8.8,240.0,0.1
0.96,14.2,14.7,7.5,50.7,4.9,208.0,0.1
1.15,17.6,15.3,4.6,50.2,12.8,250.0,0.1
1.0,14.4,14.4,5.0,50.1,4.4,201.0,0.2
0.93,13.8,14.9,7.8,49.8,4.1,199.0,0.1
1.06,16.6,15.6,4.0,49.8,7.1,236.0,0.1
0.93,14.0,15.0,6.0,49.6,4.6,199.0,0.1
0.96,14.2,14.7,5.2,49.6,3.6,204.0,0.1
0.95,14.4,15.2,6.0,49.4,2.3,205.0,0.1
1.08,16.3,15.1,4.7,49.3,3.7,235.0,0.1
0.98,14.3,14.6,5.2,48.8,3.7,204.0,0.1
0.99,14.9,15.1,5.9,47.9,7.6,211.0,0.1
0.9,13.8,15.3,8.2,47.7,3.4,202.0,0.1
1.03,15.5,15.0,3.4,47.4,2.5,215.0,0.1
0.97,15.6,16.0,4.3,46.5,2.5,224.0,0.1
0.98,14.9,15.3,4.4,46.5,2.3,213.0,0.1
0.9,13.6,15.1,5.4,46.3,0.9,194.0,0.1
0.98,14.3,14.7,8.2,52.0,5.6,208.0,0.1
1.01,14.1,13.9,4.3,51.3,9.6,204.0,0.2
0.92,13.3,14.5,7.1,50.7,11.0,189.0,0.1
0.99,14.4,14.5,5.6,50.4,5.8,207.0,0.1
1.03,14.9,14.5,6.5,50.3,1.4,208.0,0.1
1.09,16.4,15.1,4.7,50.3,3.9,237.0,0.1
1.04,16.1,15.5,5.3,50.1,7.4,240.0,0.1
1.13,17.3,15.4,4.7,49.7,13.0,247.0,0.1
0.99,14.7,14.9,6.7,49.4,7.6,209.0,0.1
0.92,14.0,15.2,6.1,49.3,1.7,202.0,0.1
0.93,13.9,14.9,6.3,49.2,4.7,198.0,0.1
0.97,14.0,14.5,5.4,49.1,3.0,201.0,0.1
1.05,15.6,14.8,3.3,48.8,2.5,218.0,0.1
1.06,16.5,15.6,3.9,48.8,7.9,235.0,0.1
0.99,14.1,14.2,5.1,48.6,3.1,197.0,0.2
0.92,13.7,15.0,7.8,47.6,3.4,197.0,0.1
0.98,15.5,15.9,4.2,46.9,2.2,223.0,0.1
0.9,13.7,15.2,8.1,46.5,3.1,200.0,0.1
0.98,14.9,15.2,4.2,45.4,2.0,213.0,0.1
0.9,13.6,15.1,5.7,44.8,0.8,195.0,0.1
0.98,13.8,14.1,4.1,51.5,6.0,199.0,0.2
0.97,14.2,14.6,7.5,50.8,5.6,206.0,0.1
1.15,17.6,15.3,4.6,50.3,13.5,251.0,0.1
1.01,14.6,14.4,5.7,50.2,1.3,204.0,0.1
0.91,13.3,14.6,6.9,50.2,12.1,189.0,0.1
1.1,16.6,15.1,4.5,49.9,4.1,238.0,0.1
1.04,16.1,15.5,4.9,49.4,6.9,236.0,0.1
0.94,14.0,14.9,6.2,49.2,4.8,200.0,0.1
0.95,14.5,15.3,6.0,49.1,2.2,206.0,0.1
0.99,14.8,14.9,6.2,49.1,8.7,209.0,0.1
1.07,16.6,15.5,3.9,49.0,7.8,236.0,0.1
0.92,13.7,14.9,7.3,48.5,4.1,197.0,0.1
0.97,14.2,14.7,5.5,48.4,2.7,202.0,0.1
0.99,14.2,14.4,4.9,48.3,3.6,199.0,0.1
0.96,14.0,14.6,5.2,48.1,4.7,202.0,0.1
0.91,13.8,15.2,8.3,47.7,3.2,202.0,0.1
1.0,15.9,15.9,4.2,47.4,2.5,228.0,0.1
0.99,15.1,15.3,4.2,47.2,2.3,215.0,0.1
1.04,15.2,14.7,3.2,46.9,3.0,212.0,0.1
0.91,13.7,15.1,5.5,44.9,0.8,196.0,0.1
0.99,13.8,14.0,4.2,51.9,5.7,201.0,0.2
1.09,16.3,15.0,4.3,51.2,3.5,233.0,0.1
0.9,13.1,14.5,6.8,51.0,13.2,187.0,0.1
1.16,17.7,15.2,4.4,50.8,13.1,252.0,0.1
0.98,14.2,14.5,5.4,50.3,8.4,203.0,0.1
1.1,17.1,15.5,4.0,50.3,8.4,243.0,0.1
0.96,14.0,14.5,5.2,50.2,6.5,201.0,0.1
0.93,14.0,14.9,6.2,50.1,4.3,200.0,0.1
1.03,16.0,15.5,4.7,49.9,7.0,235.0,0.1
0.96,14.1,14.7,6.5,49.9,3.4,204.0,0.1
0.9,13.4,14.9,5.6,49.1,0.9,193.0,0.1
1.02,14.8,14.5,4.9,48.8,0.7,208.0,0.1
1.07,15.6,14.6,3.2,48.7,3.2,217.0,0.1
1.02,16.1,15.8,4.2,48.4,2.7,232.0,0.1
0.99,15.0,15.1,5.2,48.3,6.1,213.0,0.1
0.92,13.7,14.9,7.1,47.6,3.2,197.0,0.1
0.97,14.1,14.5,4.6,47.1,2.2,197.0,0.2
0.92,14.2,15.4,5.8,46.7,1.4,203.0,0.1
0.91,13.9,15.3,8.4,46.2,3.7,204.0,0.1
0.98,15.0,15.3,4.1,46.0,2.4,214.0,0.1
0.98,14.1,14.4,7.5,51.8,6.8,206.0,0.1
1.12,16.5,14.8,4.6,51.1,3.7,238.0,0.1
1.0,13.9,14.0,4.3,51.0,6.6,202.0,0.2
1.05,16.0,15.2,5.0,50.8,6.7,237.0,0.1
1.18,17.7,15.0,4.6,50.7,13.2,253.0,0.1
0.95,14.4,15.2,6.1,50.1,5.1,206.0,0.1
0.97,14.1,14.5,5.4,50.1,4.8,201.0,0.1
0.89,12.9,14.5,6.8,50.0,11.4,186.0,0.1
1.03,16.1,15.6,4.4,49.7,3.7,233.0,0.1
1.02,14.7,14.4,5.6,49.3,1.1,207.0,0.1
1.08,16.6,15.3,4.0,49.0,7.0,237.0,0.1
0.94,13.9,14.8,6.2,48.9,4.9,199.0,0.1
1.07,15.7,14.7,3.3,48.4,3.0,219.0,0.1
0.94,13.9,14.8,5.3,48.2,3.1,201.0,0.1
0.98,14.0,14.3,4.9,48.2,3.6,197.0,0.1
0.92,13.6,14.8,7.4,48.1,3.8,197.0,0.1
1.01,15.2,15.1,4.4,48.0,2.1,216.0,0.1
0.9,13.6,15.2,8.3,48.0,3.1,201.0,0.1
0.98,14.6,15.0,5.8,47.9,5.2,207.0,0.1
0.88,13.2,15.0,5.5,45.8,1.1,190.0,0.1
0.99,13.7,13.9,4.4,51.8,5.3,200.0,0.2
0.98,14.2,14.5,7.5,51.4,4.7,207.0,0.1
1.17,17.8,15.2,4.8,51.0,13.4,254.0,0.1
1.1,16.5,14.9,4.8,50.9,4.1,238.0,0.1
1.03,14.8,14.3,5.8,50.5,1.7,206.0,0.1
1.04,16.0,15.4,5.1,50.2,6.4,237.0,0.1
0.95,14.1,14.8,6.4,49.9,6.6,202.0,0.1
0.97,14.0,14.4,5.8,49.7,6.1,201.0,0.1
1.01,16.0,15.8,4.4,49.7,3.0,231.0,0.1
0.89,12.9,14.5,7.0,49.7,12.1,185.0,0.1
1.08,16.5,15.3,4.0,49.4,7.3,237.0,0.1
0.91,13.6,14.8,7.6,49.3,3.9,197.0,0.1
0.99,14.1,14.3,5.0,49.1,4.0,197.0,0.2
0.98,14.6,15.0,5.8,49.0,5.2,208.0,0.1
0.96,14.0,14.5,5.4,48.8,3.7,202.0,0.1
1.07,15.5,14.5,3.4,48.5,3.4,216.0,0.1
0.94,14.3,15.2,6.1,47.8,1.8,205.0,0.1
1.01,15.4,15.3,4.4,47.6,2.4,218.0,0.1
0.9,13.5,15.0,5.9,47.5,1.6,193.0,0.1
0.9,13.8,15.2,8.1,47.2,3.3,202.0,0.1
0.97,14.3,14.7,7.8,51.1,5.3,207.0,0.1
1.0,14.1,14.1,4.2,50.9,6.4,202.0,0.2
1.11,16.9,15.2,4.6,50.3,3.7,241.0,0.1
0.91,13.3,14.6,7.0,50.3,11.7,189.0,0.1
1.17,17.9,15.3,4.6,50.2,13.4,254.0,0.1
0.99,14.4,14.6,5.5,50.0,4.7,204.0,0.1
1.06,16.4,15.5,5.0,49.9,7.3,241.0,0.1
1.03,15.0,14.5,6.0,49.9,1.4,209.0,0.1
0.98,14.3,14.6,5.4,49.4,4.7,205.0,0.1
0.94,14.1,15.0,6.2,49.4,4.9,200.0,0.1
1.09,17.1,15.6,4.0,49.2,8.4,241.0,0.1
0.93,13.9,15.0,7.5,48.8,3.6,199.0,0.1
0.99,14.3,14.4,4.9,48.6,3.6,200.0,0.2
0.99,14.9,15.1,6.2,48.6,6.7,210.0,0.1
0.95,14.5,15.3,6.1,48.4,2.5,206.0,0.1
1.07,15.8,14.8,3.2,47.9,3.0,219.0,0.1
1.02,16.2,16.0,4.3,47.8,2.4,232.0,0.1
1.01,15.5,15.4,4.3,46.5,1.9,219.0,0.1
0.91,13.9,15.4,8.3,46.3,3.3,203.0,0.1
0.9,13.8,15.2,5.7,46.2,1.0,195.0,0.1
1.01,14.3,14.2,4.1,51.1,6.5,205.0,0.2
0.97,14.4,14.9,7.8,50.6,5.0,209.0,0.1
0.92,13.6,14.7,7.3,50.6,12.7,192.0,0.1
1.04,15.3,14.6,5.9,50.4,1.6,211.0,0.1
1.06,16.6,15.7,5.1,50.4,9.4,244.0,0.1
1.16,17.9,15.4,4.6,50.3,12.8,253.0,0.1
1.1,16.7,15.2,4.7,49.7,3.5,240.0,0.1
0.99,14.5,14.7,5.3,49.5,3.6,205.0,0.1
0.97,14.3,14.7,5.2,48.8,3.6,205.0,0.1
0.93,13.9,15.0,7.6,48.7,4.1,198.0,0.1
1.0,15.1,15.2,6.1,48.7,7.7,212.0,0.1
1.0,14.5,14.4,4.9,48.6,4.6,202.0,0.2
0.94,14.2,15.1,6.0,48.5,4.5,200.0,0.1
1.08,17.0,15.8,4.0,48.3,7.7,240.0,0.1
0.94,14.5,15.4,6.1,47.7,2.4,206.0,0.1
1.04,15.6,14.9,3.3,47.7,2.5,217.0,0.1
0.99,15.8,16.0,4.3,46.5,2.0,226.0,0.1
0.9,13.9,15.5,8.3,46.1,3.3,201.0,0.1
1.01,15.5,15.4,4.4,45.5,1.8,220.0,0.1
0.91,14.0,15.3,5.6,45.5,0.8,196.0,0.1
0.97,14.4,14.8,8.5,51.4,5.8,209.0,0.1
1.02,14.3,14.0,4.2,50.9,9.6,204.0,0.2
1.01,14.6,14.5,5.7,50.9,6.3,209.0,0.1
1.04,14.9,14.4,6.6,50.6,1.5,209.0,0.1
1.15,17.7,15.4,4.7,50.2,13.2,250.0,0.1
0.99,14.3,14.5,5.5,50.2,2.6,203.0,0.2
1.11,16.8,15.2,4.8,49.8,3.8,241.0,0.1
0.92,13.4,14.6,7.1,49.8,10.5,191.0,0.1
1.05,16.3,15.5,5.2,49.7,7.3,241.0,0.1
0.99,14.9,15.0,7.0,49.6,8.0,209.0,0.1
1.09,17.1,15.7,3.9,49.1,8.8,241.0,0.1
0.94,14.4,15.3,6.3,48.4,1.7,205.0,0.1
0.92,13.9,15.1,7.8,48.1,3.2,198.0,0.1
0.99,14.3,14.5,5.1,48.0,3.1,198.0,0.2
0.94,14.0,15.0,6.2,47.9,4.5,198.0,0.1
0.91,14.1,15.5,5.9,47.6,0.8,198.0,0.1
1.0,16.0,16.1,4.2,47.3,1.9,226.0,0.1
1.01,15.6,15.3,4.3,47.2,1.7,219.0,0.1
1.07,15.9,14.9,3.2,47.1,2.5,221.0,0.1
