KD,Kill,Death,Assistant,WinRate,PickRate,AvgScore,FirstBloodRate
0.91,13.9,15.3,8.2,46.8,3.4,202.0,0.1
0.97,14.3,14.7,7.9,51.6,5.8,207.0,0.1
1.12,17.0,15.2,4.5,50.9,4.0,242.0,0.1
0.94,14.1,15.0,6.4,50.5,4.7,200.0,0.1
0.98,13.9,14.1,4.0,50.3,5.8,199.0,0.2
1.07,16.5,15.5,4.9,50.2,6.8,241.0,0.1
1.09,16.9,15.5,3.9,50.1,8.7,239.0,0.1
1.16,17.9,15.4,4.5,50.0,13.7,253.0,0.1
0.91,13.3,14.7,7.0,49.9,11.7,189.0,0.1
0.95,14.6,15.3,6.1,49.6,2.3,207.0,0.1
1.0,14.5,14.5,4.9,49.4,3.8,201.0,0.1
1.03,15.1,14.7,5.9,49.2,1.4,209.0,0.1
0.99,14.9,15.0,6.4,49.1,9.0,209.0,0.1
0.98,14.3,14.6,5.5,49.0,2.3,203.0,0.1
0.93,14.0,15.0,7.3,48.7,3.9,200.0,0.1
0.98,14.4,14.6,5.3,48.5,5.0,205.0,0.1
1.0,15.5,15.5,4.3,46.9,1.9,218.0,0.1
1.01,16.2,16.0,4.2,46.8,2.2,232.0,0.1
1.06,15.6,14.8,3.2,46.6,3.0,216.0,0.1
0.9,13.9,15.3,8.5,46.4,3.2,202.0,0.1
0.91,13.9,15.2,5.7,44.7,0.7,198.0,0.1
0.99,14.0,14.2,4.1,51.5,5.5,201.0,0.2
1.1,16.7,15.1,4.3,50.6,3.1,237.0,0.1
1.0,14.6,14.6,5.5,50.3,8.8,205.0,0.2
0.91,13.3,14.7,6.8,50.0,13.0,188.0,0.1
1.17,18.0,15.4,4.4,49.9,13.7,254.0,0.1
0.98,14.3,14.6,5.2,49.9,7.1,203.0,0.1
1.11,17.3,15.7,4.0,49.8,9.2,245.0,0.1
0.94,14.1,15.0,6.2,49.7,4.1,201.0,0.1
1.04,15.4,14.8,5.0,49.3,0.7,213.0,0.1
1.05,16.4,15.7,4.7,49.2,7.1,238.0,0.1
0.93,14.0,15.0,7.1,49.0,3.0,200.0,0.1
0.95,14.1,14.9,6.7,48.9,3.2,204.0,0.1
1.08,15.9,14.7,3.2,48.7,3.3,220.0,0.1
0.96,14.7,15.3,5.8,48.5,1.3,207.0,0.1
0.99,15.2,15.3,5.4,48.1,5.9,213.0,0.1
0.96,14.0,14.5,4.6,47.8,2.1,196.0,0.2
1.01,16.2,16.0,4.2,46.8,2.2,232.0,0.1
0.9,13.8,15.3,5.7,46.7,0.9,196.0,0.1
0.92,14.2,15.4,8.5,46.7,3.8,205.0,0.1
1.0,15.5,15.5,4.0,46.1,2.0,218.0,0.1
0.99,14.4,14.5,7.8,52.0,7.3,208.0,0.1
1.0,14.1,14.1,4.3,51.0,6.4,203.0,0.2
1.12,16.9,15.0,4.6,51.0,3.6,241.0,0.1
0.9,13.1,14.5,6.9,50.6,10.7,187.0,0.1
1.19,18.0,15.1,4.6,50.6,13.4,256.0,0.1
1.06,16.3,15.3,5.0,49.8,6.8,239.0,0.1
0.97,14.2,14.5,5.4,49.6,4.9,202.0,0.1
1.04,16.6,15.9,4.4,49.3,3.4,236.0,0.1
0.94,14.0,14.9,6.2,48.9,4.7,199.0,0.1
1.1,17.1,15.5,4.0,48.8,7.7,241.0,0.1
0.95,14.4,15.1,6.2,48.8,5.9,205.0,0.1
1.07,15.9,14.9,3.3,48.8,3.1,220.0,0.1
0.99,14.3,14.4,4.9,48.7,3.7,200.0,0.1
0.92,13.8,14.9,7.2,48.7,3.7,197.0,0.1
0.95,14.0,14.8,5.3,47.8,2.8,203.0,0.1
1.0,14.7,14.6,5.8,47.6,1.1,205.0,0.1
0.98,14.6,14.9,6.0,47.4,4.8,207.0,0.1
1.02,15.5,15.3,4.3,46.8,1.9,220.0,0.1
0.91,13.9,15.3,8.4,46.3,3.1,202.0,0.1
0.89,13.5,15.1,5.6,46.1,1.1,193.0,0.1
0.9,13.1,14.6,7.0,50.9,11.7,186.0,0.1
0.97,14.2,14.7,7.8,50.7,4.7,206.0,0.1
1.04,14.9,14.4,5.9,50.7,2.1,208.0,0.1
0.99,14.4,14.5,5.8,50.6,6.3,205.0,0.1
1.19,18.1,15.2,4.7,50.5,13.6,257.0,0.1
0.98,13.8,14.0,4.3,50.4,4.8,200.0,0.2
1.06,16.4,15.5,5.0,50.3,6.3,241.0,0.1
0.95,14.1,14.9,6.4,50.2,6.9,201.0,0.1
1.13,17.1,15.2,4.8,50.1,4.1,244.0,0.1
0.93,13.9,15.0,7.6,49.5,3.8,199.0,0.1
1.1,17.1,15.6,4.0,49.1,8.1,242.0,0.1
0.96,14.1,14.7,5.5,49.0,3.5,203.0,0.1
1.02,16.3,15.9,4.3,48.9,2.7,233.0,0.1
1.0,14.3,14.3,4.9,48.7,4.3,199.0,0.2
1.08,15.7,14.6,3.3,48.2,3.5,218.0,0.1
0.98,14.9,15.1,6.0,47.6,4.9,210.0,0.1
0.94,14.3,15.3,6.1,46.9,1.7,205.0,0.1
1.01,15.6,15.3,4.4,46.8,2.1,220.0,0.1
0.9,13.7,15.2,5.8,46.4,1.6,194.0,0.1
0.9,13.8,15.4,8.2,45.4,3.4,202.0,0.1
0.98,14.5,14.8,8.0,50.8,5.3,209.0,0.1
1.13,17.2,15.2,4.7,50.6,3.7,244.0,0.1
1.01,14.3,14.2,4.1,50.4,6.3,204.0,0.2
0.92,13.6,14.7,7.1,50.4,11.1,192.0,0.1
1.18,18.2,15.4,4.6,50.2,13.7,256.0,0.1
1.07,16.6,15.6,5.0,50.0,7.3,243.0,0.1
0.96,14.3,14.9,6.2,49.8,4.9,202.0,0.1
0.99,14.5,14.6,5.4,49.4,4.7,207.0,0.1
1.1,17.3,15.7,3.9,49.3,9.1,244.0,0.1
1.05,15.2,14.5,6.1,49.3,1.4,210.0,0.1
0.96,14.6,15.3,6.2,49.3,2.7,207.0,0.1
0.99,14.5,14.7,5.6,49.1,4.8,205.0,0.1
1.0,14.5,14.4,4.9,48.7,3.8,201.0,0.2
0.94,14.2,15.0,7.5,48.5,3.5,202.0,0.1
1.0,15.0,15.1,6.4,48.4,6.6,211.0,0.1
1.02,16.4,16.1,4.3,48.3,2.3,233.0,0.1
1.08,16.0,14.8,3.2,48.3,3.1,220.0,0.1
1.02,15.7,15.4,4.3,46.7,1.7,220.0,0.1
0.92,14.1,15.4,8.4,45.7,3.2,205.0,0.1
0.91,13.9,15.2,5.8,45.7,1.0,196.0,0.1
0.98,14.5,14.9,8.0,50.8,5.0,209.0,0.1
0.93,13.7,14.7,7.4,50.6,12.4,194.0,0.1
1.02,14.5,14.2,4.1,50.6,6.3,206.0,0.2
1.07,16.8,15.7,5.0,50.1,9.6,246.0,0.1
1.17,18.2,15.5,4.6,49.8,13.1,255.0,0.1
1.12,17.1,15.3,4.7,49.4,3.3,243.0,0.1
0.96,14.6,15.2,6.2,49.3,2.4,207.0,0.1
1.01,14.6,14.4,4.9,49.1,4.9,203.0,0.2
1.09,17.2,15.8,4.0,48.9,8.2,242.0,0.1
1.01,15.2,15.1,6.3,48.8,7.7,213.0,0.1
0.94,14.2,15.1,7.7,48.7,4.0,202.0,0.1
0.96,14.4,15.1,6.0,48.7,4.3,202.0,0.1
1.05,15.3,14.5,6.0,48.6,1.7,213.0,0.1
0.98,14.5,14.8,5.2,48.2,3.4,207.0,0.1
0.99,14.6,14.8,5.3,47.8,3.5,205.0,0.2
1.07,16.1,15.0,3.3,47.2,2.6,221.0,0.1
0.99,16.0,16.2,4.3,46.7,1.9,228.0,0.1
1.03,15.8,15.4,4.3,46.7,1.7,222.0,0.1
0.91,14.1,15.5,8.3,46.2,3.2,203.0,0.1
0.91,14.2,15.5,5.6,44.7,0.8,197.0,0.1
0.98,14.5,14.9,8.7,50.8,6.0,209.0,0.1
1.02,14.8,14.5,5.8,50.5,6.3,211.0,0.1
1.12,17.2,15.3,4.8,50.3,3.9,244.0,0.1
0.93,13.7,14.7,7.1,50.2,9.7,193.0,0.1
1.15,17.9,15.5,4.6,50.2,13.5,251.0,0.1
1.1,17.3,15.8,3.9,49.8,9.6,242.0,0.1
1.02,14.4,14.1,4.1,49.7,9.6,204.0,0.2
1.06,16.5,15.6,5.2,49.4,7.1,243.0,0.1
1.01,14.5,14.4,5.0,49.2,3.2,201.0,0.2
0.99,15.0,15.1,7.2,49.0,8.2,210.0,0.1
1.05,15.2,14.5,6.7,49.0,1.6,212.0,0.1
0.96,14.3,14.9,6.3,49.0,4.4,202.0,0.1
0.95,14.2,15.1,7.8,48.7,3.1,202.0,0.1
0.93,14.4,15.4,6.3,48.1,1.7,204.0,0.1
1.09,16.2,14.9,3.2,47.8,2.6,224.0,0.1
1.02,15.8,15.5,4.3,47.4,1.4,220.0,0.1
1.0,16.1,16.0,4.2,47.3,1.8,230.0,0.1
0.99,14.5,14.7,5.5,47.0,2.5,205.0,0.1
0.92,14.0,15.3,5.9,45.3,0.7,198.0,0.1
0.91,14.0,15.4,8.2,44.9,3.2,203.0,0.1
1.14,17.5,15.3,4.6,52.0,4.1,247.0,0.1
0.98,14.5,14.8,8.1,51.8,5.8,208.0,0.1
0.96,14.2,14.9,6.4,50.7,4.8,202.0,0.1
1.0,14.2,14.2,3.9,50.6,5.6,201.0,0.2
1.08,16.7,15.5,4.9,50.5,6.7,243.0,0.1
0.93,13.7,14.7,6.9,50.3,10.9,193.0,0.1
1.17,18.1,15.5,4.5,50.3,14.0,254.0,0.1
1.0,14.5,14.4,4.9,50.1,3.9,201.0,0.2
0.99,14.4,14.6,5.4,49.7,5.1,206.0,0.1
1.07,16.0,14.9,3.2,49.2,3.2,219.0,0.1
1.01,16.3,16.2,4.2,49.1,2.1,232.0,0.1
1.02,14.9,14.6,6.0,48.9,1.5,206.0,0.1
1.1,17.1,15.6,3.8,48.9,9.5,242.0,0.1
1.0,15.0,15.1,6.6,48.7,9.1,210.0,0.1
0.95,14.6,15.3,6.2,48.4,2.4,208.0,0.1
0.95,14.3,15.1,7.4,48.4,3.9,202.0,0.1
0.97,14.4,14.8,5.5,47.6,2.1,204.0,0.1
0.91,13.9,15.3,5.8,46.2,0.7,197.0,0.1
1.0,15.4,15.4,4.3,46.0,1.6,218.0,0.1
0.92,14.2,15.4,8.6,45.3,3.0,206.0,0.1
1.0,14.2,14.2,4.1,51.4,5.3,203.0,0.2
0.92,13.5,14.7,6.9,50.4,12.6,190.0,0.1
1.0,14.7,14.7,5.6,50.4,9.3,206.0,0.2
1.19,18.3,15.5,4.4,50.4,13.9,258.0,0.1
1.06,16.5,15.7,4.7,50.3,7.2,241.0,0.1
1.05,15.2,14.5,5.1,50.2,0.6,213.0,0.1
1.12,17.6,15.7,3.9,50.0,10.1,248.0,0.1
0.95,14.8,15.5,6.0,49.7,1.3,208.0,0.1
0.95,14.3,15.0,6.2,49.6,4.0,202.0,0.1
1.09,16.0,14.7,3.2,49.6,3.4,221.0,0.1
0.99,14.5,14.7,5.2,49.4,7.3,205.0,0.1
1.1,16.9,15.3,4.3,49.1,3.1,238.0,0.1
0.95,14.3,15.0,6.9,48.5,2.9,205.0,0.1
0.99,15.2,15.3,5.5,48.3,5.5,214.0,0.1
1.03,16.5,16.1,4.2,48.2,2.2,236.0,0.1
0.95,14.3,15.0,7.2,48.0,2.8,202.0,0.1
0.93,14.3,15.3,8.5,46.0,3.7,207.0,0.1
1.01,15.7,15.5,4.1,45.9,1.7,221.0,0.1
0.97,14.2,14.6,4.4,45.3,2.1,197.0,0.2
0.91,13.8,15.2,5.5,44.2,0.8,197.0,0.1
1.13,17.0,15.0,4.6,50.9,3.5,242.0,0.1
1.0,14.2,14.1,4.3,50.8,6.2,204.0,0.2
0.99,14.5,14.6,7.9,50.8,7.6,210.0,0.1
1.2,18.2,15.2,4.6,50.7,13.6,257.0,0.1
0.96,14.6,15.2,6.3,49.9,6.5,207.0,0.1
1.08,16.6,15.4,5.0,49.8,6.8,243.0,0.1
0.91,13.3,14.6,6.9,49.8,10.0,189.0,0.1
0.96,14.1,14.7,6.2,49.7,4.7,200.0,0.1
0.99,14.4,14.6,5.6,49.3,4.8,204.0,0.1
1.03,16.5,16.0,4.3,49.1,3.5,235.0,0.1
1.12,17.4,15.6,3.9,48.8,8.4,245.0,0.1
1.03,15.1,14.7,6.0,48.5,1.1,210.0,0.1
0.93,13.9,14.9,7.2,48.3,3.5,198.0,0.1
1.01,15.5,15.3,4.4,48.1,1.7,219.0,0.1
1.08,15.9,14.8,3.2,48.0,3.2,221.0,0.1
1.0,14.4,14.5,4.9,47.9,3.9,201.0,0.1
0.96,14.3,14.8,5.4,47.6,2.6,206.0,0.1
0.93,14.1,15.1,5.8,47.1,1.1,198.0,0.1
0.98,14.7,15.0,6.1,46.5,4.5,208.0,0.1
0.91,13.9,15.2,8.4,46.4,3.0,204.0,0.1
1.15,17.5,15.2,4.8,51.3,4.2,247.0,0.1
0.99,14.5,14.8,7.7,50.9,4.6,209.0,0.1
0.92,13.4,14.6,7.1,50.7,10.8,190.0,0.1
0.96,14.4,14.9,6.3,50.5,7.2,203.0,0.1
1.06,15.2,14.3,6.1,50.5,2.2,210.0,0.1
1.2,18.4,15.4,4.7,50.0,13.9,259.0,0.1
1.0,14.0,14.1,4.2,49.7,4.5,202.0,0.2
1.07,16.6,15.5,5.0,49.7,6.2,244.0,0.1
1.11,17.3,15.6,4.0,49.5,8.8,244.0,0.1
0.99,14.5,14.6,5.9,49.3,6.5,205.0,0.1
1.0,14.6,14.6,5.5,49.1,3.3,209.0,0.1
1.01,14.6,14.4,4.9,48.8,4.5,201.0,0.2
0.95,14.3,15.1,7.6,48.7,3.7,204.0,0.1
0.96,14.7,15.3,6.3,48.6,1.8,208.0,0.1
1.03,16.6,16.1,4.4,48.5,2.6,235.0,0.1
0.98,14.9,15.1,6.0,48.1,4.5,210.0,0.1
1.08,15.9,14.7,3.3,47.5,3.7,219.0,0.1
1.03,15.8,15.4,4.4,46.4,2.0,222.0,0.1
0.9,13.7,15.2,5.9,46.1,1.7,193.0,0.1
0.93,14.2,15.4,8.3,45.6,3.3,207.0,0.1
1.01,14.4,14.2,4.1,51.0,6.1,204.0,0.2
0.99,14.6,14.8,8.1,51.0,5.3,210.0,0.1
1.14,17.4,15.3,4.7,50.7,3.7,246.0,0.1
0.93,13.7,14.7,7.1,50.5,10.8,193.0,0.1
1.19,18.3,15.4,4.5,50.4,13.8,257.0,0.1
1.07,16.8,15.7,5.0,49.9,7.4,245.0,0.1
1.01,14.7,14.6,5.6,49.9,4.7,207.0,0.2
1.0,14.7,14.7,5.5,49.5,4.6,208.0,0.1
1.05,15.2,14.5,6.2,49.5,1.6,211.0,0.1
0.96,14.4,15.0,6.3,49.5,4.8,203.0,0.1
0.96,14.4,15.0,7.5,49.2,3.4,203.0,0.1
1.11,17.5,15.7,3.9,49.1,9.7,245.0,0.1
0.96,14.6,15.2,6.3,48.9,2.7,207.0,0.1
1.01,14.6,14.5,4.9,48.9,3.8,202.0,0.1
1.0,15.2,15.1,6.5,48.6,6.6,212.0,0.1
1.09,16.2,14.8,3.2,48.5,3.1,221.0,0.1
1.01,16.4,16.2,4.3,48.3,2.1,233.0,0.1
0.93,14.4,15.4,8.5,46.7,3.2,207.0,0.1
1.02,15.8,15.5,4.3,46.3,1.6,222.0,0.1
0.92,14.0,15.2,5.7,44.8,0.9,197.0,0.1
0.99,14.7,14.9,8.1,51.7,5.1,212.0,0.1
1.14,17.4,15.2,4.7,51.4,3.3,246.0,0.1
0.94,13.9,14.7,7.4,50.7,12.0,196.0,0.1
1.02,14.6,14.3,4.1,50.7,6.1,206.0,0.2
1.08,17.1,15.8,5.0,50.1,10.1,248.0,0.1
1.18,18.2,15.5,4.6,50.1,13.0,255.0,0.1
1.0,14.9,14.8,5.3,50.0,3.1,210.0,0.1
0.96,14.5,15.1,7.7,49.8,4.0,204.0,0.1
1.06,15.4,14.5,6.1,49.7,1.8,214.0,0.1
1.0,14.7,14.7,5.4,49.4,3.3,207.0,0.2
0.97,14.5,15.0,6.0,49.2,4.3,203.0,0.1
1.01,15.3,15.1,6.4,49.2,8.1,213.0,0.1
1.02,14.9,14.5,4.9,48.7,5.0,205.0,0.1
1.08,16.3,15.1,3.3,48.7,2.5,223.0,0.1
1.1,17.4,15.9,4.0,48.4,8.7,245.0,0.1
1.0,16.2,16.2,4.2,48.3,1.7,229.0,0.1
0.95,14.5,15.3,6.2,48.0,2.5,206.0,0.1
0.93,14.3,15.4,8.3,46.3,3.3,206.0,0.1
1.03,15.9,15.4,4.4,45.2,1.5,223.0,0.1
0.93,14.3,15.3,5.6,44.3,0.7,200.0,0.1
0.99,14.7,14.9,8.9,51.0,6.0,211.0,0.1
1.13,17.4,15.4,4.8,50.7,3.9,247.0,0.1
1.03,14.5,14.1,4.1,50.7,9.6,205.0,0.2
1.02,14.9,14.6,5.8,50.4,6.6,211.0,0.1
0.94,13.8,14.7,7.1,50.1,9.4,194.0,0.1
1.16,18.1,15.6,4.6,49.8,13.5,253.0,0.1
1.06,15.5,14.6,7.0,49.6,1.8,213.0,0.1
1.06,16.8,15.8,5.2,49.5,7.0,245.0,0.1
0.95,14.4,15.2,7.7,49.5,3.0,202.0,0.1
1.01,14.5,14.4,5.0,49.1,3.2,200.0,0.2
1.09,17.3,15.8,3.9,48.9,10.4,242.0,0.1
1.0,15.1,15.1,7.4,48.7,8.3,211.0,0.1
0.94,14.5,15.5,6.5,48.5,1.6,205.0,0.1
0.97,14.4,14.9,6.3,48.5,4.3,202.0,0.1
1.0,14.6,14.5,5.6,48.4,2.1,207.0,0.2
1.09,16.4,15.0,3.2,48.2,2.5,225.0,0.1
1.0,16.2,16.2,4.3,47.0,1.5,229.0,0.1
0.93,14.3,15.5,8.5,46.1,3.3,205.0,0.1
1.01,15.7,15.4,4.3,44.7,1.4,221.0,0.1
0.91,13.8,15.1,5.7,43.7,0.6,197.0,0.1
1.14,17.4,15.3,4.6,50.9,4.3,246.0,0.1
0.99,14.6,14.8,8.2,50.6,5.7,209.0,0.1
1.0,14.2,14.3,3.9,50.6,5.4,202.0,0.2
1.18,18.2,15.5,4.5,50.4,14.2,256.0,0.1
0.94,13.8,14.7,7.0,50.2,10.8,195.0,0.1
1.04,15.1,14.6,6.3,49.8,1.6,209.0,0.2
1.0,14.6,14.6,5.4,49.7,5.2,208.0,0.1
0.96,14.4,15.1,7.4,49.7,3.9,203.0,0.1
0.95,14.3,15.0,6.5,49.6,4.6,202.0,0.1
1.07,16.8,15.6,4.8,49.5,6.7,243.0,0.1
1.01,15.1,15.1,6.8,49.3,9.3,211.0,0.1
1.02,14.7,14.5,4.7,49.3,4.0,203.0,0.1
0.96,14.6,15.2,6.2,49.1,2.4,207.0,0.1
1.11,17.4,15.7,3.9,48.5,10.2,244.0,0.1
1.0,14.6,14.6,5.6,48.0,1.8,207.0,0.2
1.06,15.8,14.9,3.1,47.5,3.2,217.0,0.1
1.0,16.1,16.2,4.2,47.4,1.8,229.0,0.1
1.02,15.9,15.5,4.3,46.5,1.6,221.0,0.1
0.93,14.3,15.4,8.7,46.4,3.0,207.0,0.1
0.9,13.7,15.2,5.8,45.3,0.6,196.0,0.1
1.01,14.4,14.2,4.0,51.9,5.2,204.0,0.2
1.2,18.5,15.5,4.3,51.0,14.2,259.0,0.1
1.02,14.9,14.6,5.6,50.9,9.7,208.0,0.2
0.93,13.7,14.7,6.9,50.6,12.4,192.0,0.1
1.06,16.7,15.8,4.7,50.2,7.1,243.0,0.1
1.11,17.1,15.4,4.4,49.7,2.9,241.0,0.1
1.12,17.8,15.8,3.9,49.7,10.8,250.0,0.1
1.0,14.6,14.7,5.3,49.6,7.4,206.0,0.1
0.96,14.5,15.0,6.9,49.2,2.8,207.0,0.1
0.96,14.5,15.1,6.3,48.9,3.9,205.0,0.1
1.11,16.3,14.8,3.1,48.8,3.5,223.0,0.1
1.01,16.5,16.3,4.2,48.8,1.9,232.0,0.1
1.0,15.2,15.3,5.6,48.6,5.3,214.0,0.1
0.93,14.4,15.5,5.9,47.6,1.2,202.0,0.1
1.01,15.7,15.6,4.2,47.1,1.7,218.0,0.1
0.95,14.3,15.1,7.2,46.8,2.8,203.0,0.1
0.93,14.5,15.5,8.7,46.8,3.8,209.0,0.1
1.06,15.6,14.7,4.9,46.7,0.6,215.0,0.1
1.0,14.5,14.6,4.5,45.8,2.0,201.0,0.2
0.93,14.2,15.4,5.7,45.4,0.8,200.0,0.1
1.01,14.3,14.1,4.3,51.6,6.2,205.0,0.2
1.0,14.6,14.6,8.0,51.5,7.8,210.0,0.1
1.15,17.3,15.0,4.6,50.8,3.4,245.0,0.1
0.92,13.5,14.6,6.9,50.7,9.6,191.0,0.1
1.2,18.3,15.2,4.6,50.6,13.8,258.0,0.1
1.07,16.5,15.4,4.9,50.3,6.9,242.0,0.1
1.12,17.4,15.5,3.9,50.3,9.1,245.0,0.1
0.95,14.2,14.9,7.1,49.8,3.4,202.0,0.1
1.0,14.6,14.6,5.5,49.8,4.8,205.0,0.2
0.97,14.7,15.2,6.4,49.6,6.9,207.0,0.1
1.0,14.5,14.5,4.9,49.3,4.0,202.0,0.1
1.1,16.2,14.8,3.2,49.0,3.2,223.0,0.1
1.04,16.7,16.0,4.3,48.6,3.3,237.0,0.1
0.96,14.2,14.9,6.2,48.2,4.6,201.0,0.1
0.98,14.5,14.8,5.4,48.1,2.4,207.0,0.1
1.03,15.0,14.6,5.9,47.8,1.2,209.0,0.1
0.98,14.8,15.1,6.2,46.9,4.2,208.0,0.1
0.93,14.3,15.5,8.7,46.9,2.9,207.0,0.1
1.02,15.7,15.4,4.3,45.6,1.5,221.0,0.1
0.92,13.9,15.2,5.7,44.4,1.0,197.0,0.1
0.97,14.5,15.0,6.4,51.2,7.2,204.0,0.1
0.98,14.4,14.7,7.8,50.8,4.4,208.0,0.1
1.01,14.2,14.1,4.2,50.8,4.3,203.0,0.2
1.16,17.6,15.2,4.8,50.8,4.4,249.0,0.1
1.04,15.0,14.4,6.1,50.4,2.5,208.0,0.2
1.2,18.5,15.4,4.7,50.3,14.1,260.0,0.1
0.92,13.5,14.7,7.1,50.3,10.7,191.0,0.1
1.08,16.8,15.6,5.0,49.9,6.2,245.0,0.1
1.0,14.6,14.6,5.9,49.9,6.6,207.0,0.1
1.01,14.5,14.4,4.9,49.6,4.7,201.0,0.1
0.96,14.4,15.0,7.6,49.3,3.6,204.0,0.1
1.01,16.4,16.2,4.3,49.0,2.4,234.0,0.1
1.11,17.4,15.7,3.9,48.9,9.4,245.0,0.1
1.09,16.0,14.6,3.2,48.7,3.6,219.0,0.1
0.95,14.6,15.3,6.3,48.6,1.8,208.0,0.1
1.04,16.1,15.6,4.4,47.9,1.8,225.0,0.1
0.99,14.5,14.7,5.5,47.7,3.1,207.0,0.1
0.93,14.4,15.4,8.5,47.6,3.3,207.0,0.1
1.0,15.2,15.2,6.1,47.6,4.3,212.0,0.1
0.92,13.9,15.2,5.8,45.1,1.7,196.0,0.1
0.97,14.4,14.8,8.3,51.3,5.5,206.0,0.1
0.92,13.5,14.8,7.1,50.5,10.8,190.0,0.1
0.99,14.2,14.3,4.1,50.3,6.2,200.0,0.2
1.15,17.9,15.6,4.5,50.1,13.0,249.0,0.1
1.11,17.0,15.4,4.7,50.1,3.6,240.0,0.1
0.94,14.2,15.1,7.5,50.0,3.4,199.0,0.1
0.98,14.4,14.7,5.6,49.7,4.8,202.0,0.2
1.05,16.6,15.8,4.9,49.6,7.2,241.0,0.1
0.98,14.5,14.7,5.5,49.2,4.9,205.0,0.1
0.94,14.2,15.1,6.3,49.1,5.0,199.0,0.1
1.08,17.1,15.9,3.8,49.0,9.8,239.0,0.1
1.03,15.1,14.7,6.3,48.9,1.7,207.0,0.1
0.94,14.4,15.4,6.5,48.7,2.9,203.0,0.1
0.99,14.4,14.6,4.8,48.6,4.0,198.0,0.1
0.98,14.9,15.2,6.7,48.2,6.6,207.0,0.1
0.99,16.1,16.2,4.2,47.6,2.0,229.0,0.1
1.06,15.9,14.9,3.1,47.6,3.1,217.0,0.1
0.99,15.5,15.7,4.3,46.4,1.4,216.0,0.1
0.91,14.1,15.5,8.6,46.4,3.4,203.0,0.1
0.9,13.8,15.3,5.9,46.1,0.8,193.0,0.1
0.95,14.4,15.2,7.7,50.4,4.1,201.0,0.1
0.93,13.7,14.8,7.5,50.4,12.4,193.0,0.1
0.97,14.6,15.0,8.3,50.3,5.2,208.0,0.1
1.14,17.8,15.6,4.5,49.8,12.2,248.0,0.1
1.0,14.4,14.4,4.1,49.8,6.4,203.0,0.2
1.08,16.7,15.5,4.7,49.7,3.1,236.0,0.1
0.95,14.3,15.1,6.0,49.7,4.4,199.0,0.1
1.04,16.7,16.0,5.0,49.6,10.2,243.0,0.1
1.0,14.6,14.6,4.9,49.2,5.3,201.0,0.1
1.06,17.0,16.0,3.9,49.1,8.5,238.0,0.1
0.99,15.1,15.3,6.6,49.0,8.0,209.0,0.1
0.98,14.4,14.7,5.4,48.6,3.2,202.0,0.2
1.03,15.3,14.9,6.3,48.6,2.0,210.0,0.1
0.98,14.5,14.9,5.2,48.3,3.2,206.0,0.1
0.94,14.6,15.5,6.5,47.7,2.6,204.0,0.1
0.97,15.7,16.2,4.2,47.6,1.5,223.0,0.1
0.91,14.1,15.4,5.7,46.3,0.6,195.0,0.1
0.9,14.0,15.6,8.4,45.7,3.3,202.0,0.1
1.05,15.9,15.2,3.2,45.6,2.5,218.0,0.1
0.97,15.2,15.6,4.3,44.5,1.3,213.0,0.1
0.97,14.5,14.9,9.0,53.3,6.2,207.0,0.1
1.11,17.2,15.5,4.7,51.0,3.7,241.0,0.1
1.0,14.3,14.2,4.0,50.7,9.9,200.0,0.2
1.12,17.6,15.7,4.6,50.3,12.9,245.0,0.1
1.0,14.5,14.5,5.8,50.2,7.2,207.0,0.1
0.93,13.7,14.8,7.1,50.1,9.0,191.0,0.1
1.04,15.3,14.8,7.1,49.9,1.9,209.0,0.1
1.04,16.5,15.9,5.1,49.7,6.9,240.0,0.1
0.98,14.4,14.7,5.6,49.2,1.9,202.0,0.2
1.07,17.1,16.0,3.8,49.1,10.5,237.0,0.1
0.98,14.2,14.6,5.0,48.7,3.3,195.0,0.1
0.92,14.0,15.2,7.7,48.7,3.0,197.0,0.1
0.93,14.4,15.4,6.6,48.5,1.6,203.0,0.1
0.92,14.0,15.2,6.2,48.0,0.6,196.0,0.1
0.97,14.8,15.2,7.5,47.6,8.6,206.0,0.1
0.98,16.0,16.3,4.2,47.6,1.4,226.0,0.1
0.94,14.3,15.2,6.5,47.6,4.4,198.0,0.1
1.06,16.1,15.1,3.0,46.5,2.5,219.0,0.1
0.9,14.0,15.5,8.5,46.1,3.6,201.0,0.1
0.98,15.5,15.7,4.4,45.9,1.2,216.0,0.1
0.96,14.3,14.8,8.4,51.1,6.1,205.0,0.1
0.92,13.6,14.8,7.0,50.9,10.7,191.0,0.1
0.93,14.1,15.1,7.5,50.8,4.0,198.0,0.1
1.12,17.4,15.5,4.7,50.4,4.2,244.0,0.1
1.14,17.8,15.6,4.5,50.1,13.5,249.0,0.1
0.97,14.0,14.4,3.9,49.7,5.4,198.0,0.2
1.06,16.6,15.7,4.8,49.6,6.5,241.0,0.1
0.98,14.4,14.8,5.5,49.6,1.5,201.0,0.2
1.02,15.0,14.7,6.3,49.3,1.7,205.0,0.1
0.99,14.5,14.6,4.8,49.1,4.3,199.0,0.2
0.98,14.9,15.2,7.0,48.9,9.6,207.0,0.1
0.91,13.9,15.3,5.8,48.9,0.6,194.0,0.1
0.94,14.3,15.2,6.5,48.7,4.6,200.0,0.1
0.93,14.5,15.5,6.5,48.7,2.5,203.0,0.1
0.98,14.6,14.8,5.5,48.6,5.5,205.0,0.1
